estimate,estimate_label,sex_id,sex,hisp_id,hisp_label,fips,statefips,state,pop,white,black,amind,asian,nhopi,tom
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0400000US32,32,Nevada,434599,382832,14764,11957,6773,2367,15906
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0400000US32,32,Nevada,1078238,724048,139759,13455,138657,9623,52696
est72018,"July 1, 2018",female,Female,tothisp,Total,0400000US32,32,Nevada,1512837,1106880,154523,25412,145430,11990,68602
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0400000US32,32,Nevada,446549,394502,14155,12847,6782,2517,15746
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0400000US32,32,Nevada,1075006,752329,137170,12612,112199,9455,51241
est72018,"July 1, 2018",male,Male,tothisp,Total,0400000US32,32,Nevada,1521555,1146831,151325,25459,118981,11972,66987
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0400000US32,32,Nevada,881148,777334,28919,24804,13555,4884,31652
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0400000US32,32,Nevada,2153244,1476377,276929,26067,250856,19078,103937
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0400000US32,32,Nevada,3034392,2253711,305848,50871,264411,23962,135589
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,18317,15603,1160,373,189,99,893
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,648759,617588,6036,1315,15030,171,8619
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US33,33,New Hampshire,667076,633191,7196,1688,15219,270,9512
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,18387,15507,1335,429,152,97,867
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,631007,599623,7834,1413,13562,165,8410
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US33,33,New Hampshire,649394,615130,9169,1842,13714,262,9277
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,36704,31110,2495,802,341,196,1760
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1279766,1217211,13870,2728,28592,336,17029
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1316470,1248321,16365,3530,28933,532,18789
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,18317,15603,1160,373,189,99,893
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,648753,617581,6036,1315,15030,171,8620
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US33,33,New Hampshire,667070,633184,7196,1688,15219,270,9513
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,18389,15509,1335,429,152,97,867
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,631005,599621,7834,1413,13562,165,8410
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US33,33,New Hampshire,649394,615130,9169,1842,13714,262,9277
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,36706,31112,2495,802,341,196,1760
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1279758,1217202,13870,2728,28592,336,17030
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1316464,1248314,16365,3530,28933,532,18790
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,18419,15700,1160,377,188,96,898
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,648806,617384,6097,1319,15167,171,8668
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US33,33,New Hampshire,667225,633084,7257,1696,15355,267,9566
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,18498,15590,1348,436,152,99,873
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,631054,599446,7915,1408,13655,161,8469
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US33,33,New Hampshire,649552,615036,9263,1844,13807,260,9342
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,36917,31290,2508,813,340,195,1771
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1279860,1216830,14012,2727,28822,332,17137
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1316777,1248120,16520,3540,29162,527,18908
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,19195,16400,1192,402,188,100,913
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,649387,616500,6412,1326,16147,174,8828
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US33,33,New Hampshire,668582,632900,7604,1728,16335,274,9741
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,19426,16331,1403,485,179,110,918
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,631807,598723,8256,1386,14496,170,8776
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US33,33,New Hampshire,651233,615054,9659,1871,14675,280,9694
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,38621,32731,2595,887,367,210,1831
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1281194,1215223,14668,2712,30643,344,17604
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1319815,1247954,17263,3599,31010,554,19435
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,19961,17026,1245,412,194,109,975
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,650535,616166,6759,1321,17105,179,9005
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US33,33,New Hampshire,670496,633192,8004,1733,17299,288,9980
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,20416,17168,1485,519,201,110,933
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,633050,598462,8667,1414,15286,156,9065
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US33,33,New Hampshire,653466,615630,10152,1933,15487,266,9998
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,40377,34194,2730,931,395,219,1908
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1283585,1214628,15426,2735,32391,335,18070
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1323962,1248822,18156,3666,32786,554,19978
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,20638,17558,1338,416,190,106,1030
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,650695,615213,6905,1332,17902,175,9168
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US33,33,New Hampshire,671333,632771,8243,1748,18092,281,10198
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,21227,17754,1623,540,210,114,986
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,633848,598125,8826,1433,15995,156,9313
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US33,33,New Hampshire,655075,615879,10449,1973,16205,270,10299
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,41865,35312,2961,956,400,220,2016
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1284543,1213338,15731,2765,33897,331,18481
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1326408,1248650,18692,3721,34297,551,20497
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,21443,18140,1459,441,214,103,1086
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,652609,615994,7045,1339,18657,182,9392
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US33,33,New Hampshire,674052,634134,8504,1780,18871,285,10478
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,22105,18453,1725,548,200,107,1072
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,637066,600025,9124,1454,16762,168,9533
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US33,33,New Hampshire,659171,618478,10849,2002,16962,275,10605
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,43548,36593,3184,989,414,210,2158
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1289675,1216019,16169,2793,35419,350,18925
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1333223,1252612,19353,3782,35833,560,21083
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,22375,18926,1554,462,218,103,1112
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,652505,614672,7309,1345,19423,182,9574
est72015,"July 1, 2015",female,Female,tothisp,Total,0400000US33,33,New Hampshire,674880,633598,8863,1807,19641,285,10686
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,23171,19355,1843,553,190,111,1119
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,638243,599625,9494,1448,17635,184,9857
est72015,"July 1, 2015",male,Male,tothisp,Total,0400000US33,33,New Hampshire,661414,618980,11337,2001,17825,295,10976
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,45546,38281,3397,1015,408,214,2231
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1290748,1214297,16803,2793,37058,366,19431
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1336294,1252578,20200,3808,37466,580,21662
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,23440,19779,1668,487,231,108,1167
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,654319,615112,7721,1356,20039,181,9910
est72016,"July 1, 2016",female,Female,tothisp,Total,0400000US33,33,New Hampshire,677759,634891,9389,1843,20270,289,11077
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,24381,20253,2001,589,209,116,1213
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,640233,600040,9978,1452,18428,193,10142
est72016,"July 1, 2016",male,Male,tothisp,Total,0400000US33,33,New Hampshire,664614,620293,11979,2041,18637,309,11355
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,47821,40032,3669,1076,440,224,2380
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1294552,1215152,17699,2808,38467,374,20052
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1342373,1255184,21368,3884,38907,598,22432
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,24554,20684,1753,518,247,117,1235
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,656855,616711,7990,1363,20459,175,10157
est72017,"July 1, 2017",female,Female,tothisp,Total,0400000US33,33,New Hampshire,681409,637395,9743,1881,20706,292,11392
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,25778,21357,2170,616,225,131,1279
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,642580,601303,10382,1480,18798,187,10430
est72017,"July 1, 2017",male,Male,tothisp,Total,0400000US33,33,New Hampshire,668358,622660,12552,2096,19023,318,11709
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,50332,42041,3923,1134,472,248,2514
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1299435,1218014,18372,2843,39257,362,20587
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1349767,1260055,22295,3977,39729,610,23101
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0400000US33,33,New Hampshire,25462,21420,1819,533,272,117,1301
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0400000US33,33,New Hampshire,658730,617703,8339,1393,20721,189,10385
est72018,"July 1, 2018",female,Female,tothisp,Total,0400000US33,33,New Hampshire,684192,639123,10158,1926,20993,306,11686
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0400000US33,33,New Hampshire,27201,22475,2328,654,234,137,1373
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0400000US33,33,New Hampshire,645065,602619,10807,1510,19233,194,10702
est72018,"July 1, 2018",male,Male,tothisp,Total,0400000US33,33,New Hampshire,672266,625094,13135,2164,19467,331,12075
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0400000US33,33,New Hampshire,52663,43895,4147,1187,506,254,2674
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0400000US33,33,New Hampshire,1303795,1220322,19146,2903,39954,383,21087
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0400000US33,33,New Hampshire,1356458,1264217,23293,4090,40460,637,23761
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,771726,648069,74659,17249,6628,2600,22521
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3740568,2693410,604024,6526,376368,1261,58979
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US34,34,New Jersey,4512294,3341479,678683,23775,382996,3861,81500
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,783418,660055,71780,19929,6599,2672,22383
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3496182,2544964,531542,6203,356617,1198,55658
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US34,34,New Jersey,4279600,3205019,603322,26132,363216,3870,78041
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1555144,1308124,146439,37178,13227,5272,44904
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7236750,5238374,1135566,12729,732985,2459,114637
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8791894,6546498,1282005,49907,746212,7731,159541
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,771729,648072,74659,17249,6628,2600,22521
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3740587,2693424,604025,6526,376372,1261,58979
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US34,34,New Jersey,4512316,3341496,678684,23775,383000,3861,81500
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,783428,660062,71783,19929,6599,2672,22383
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3496218,2544981,531558,6203,356620,1198,55658
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US34,34,New Jersey,4279646,3205043,603341,26132,363219,3870,78041
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1555157,1308134,146442,37178,13227,5272,44904
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7236805,5238405,1135583,12729,732992,2459,114637
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8791962,6546539,1282025,49907,746219,7731,159541
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,776644,652028,75183,17316,6651,2610,22856
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3739097,2689188,604385,6522,378377,1263,59362
est72010,"July 1, 2010",female,Female,tothisp,Total,0400000US34,34,New Jersey,4515741,3341216,679568,23838,385028,3873,82218
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,788281,664037,72253,19988,6610,2682,22711
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3495602,2541596,531951,6194,358588,1206,56067
est72010,"July 1, 2010",male,Male,tothisp,Total,0400000US34,34,New Jersey,4283883,3205633,604204,26182,365198,3888,78778
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1564925,1316065,147436,37304,13261,5292,45567
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7234699,5230784,1136336,12716,736965,2469,115429
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8799624,6546849,1283772,50020,750226,7761,160996
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,797127,668448,77543,17541,6787,2661,24147
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3730068,2668026,605338,6520,387990,1345,60849
est72011,"July 1, 2011",female,Female,tothisp,Total,0400000US34,34,New Jersey,4527195,3336474,682881,24061,394777,4006,84996
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,807662,679029,74944,20219,6740,2750,23980
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3492926,2526114,533407,6196,368203,1238,57768
est72011,"July 1, 2011",male,Male,tothisp,Total,0400000US34,34,New Jersey,4300588,3205143,608351,26415,374943,3988,81748
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1604789,1347477,152487,37760,13527,5411,48127
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7222994,5194140,1138745,12716,756193,2583,118617
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8827783,6541617,1291232,50476,769720,7994,166744
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,814271,681543,79923,17857,6873,2774,25301
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3720131,2647318,606296,6548,396168,1418,62383
est72012,"July 1, 2012",female,Female,tothisp,Total,0400000US34,34,New Jersey,4534402,3328861,686219,24405,403041,4192,87684
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,823829,691268,77376,20401,6871,2833,25080
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3487252,2509009,535151,6247,376292,1290,59263
est72012,"July 1, 2012",male,Male,tothisp,Total,0400000US34,34,New Jersey,4311081,3200277,612527,26648,383163,4123,84343
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1638100,1372811,157299,38258,13744,5607,50381
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7207383,5156327,1141447,12795,772460,2708,121646
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8845483,6529138,1298746,51053,786204,8315,172027
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,830914,694082,82493,18167,6976,2831,26365
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3707713,2625302,607218,6527,403504,1481,63681
est72013,"July 1, 2013",female,Female,tothisp,Total,0400000US34,34,New Jersey,4538627,3319384,689711,24694,410480,4312,90046
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,839577,702914,80112,20508,6950,2891,26202
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3480158,2491404,537039,6250,383459,1333,60673
est72013,"July 1, 2013",male,Male,tothisp,Total,0400000US34,34,New Jersey,4319735,3194318,617151,26758,390409,4224,86875
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1670491,1396996,162605,38675,13926,5722,52567
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7187871,5116706,1144257,12777,786963,2814,124354
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8858362,6513702,1306862,51452,800889,8536,176921
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,847483,706178,85200,18428,7140,2899,27638
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3694054,2602555,607521,6557,410824,1519,65078
est72014,"July 1, 2014",female,Female,tothisp,Total,0400000US34,34,New Jersey,4541537,3308733,692721,24985,417964,4418,92716
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,855322,714273,82935,20685,7106,2941,27382
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3469921,2471779,538741,6197,389862,1367,61975
est72014,"July 1, 2014",male,Male,tothisp,Total,0400000US34,34,New Jersey,4325243,3186052,621676,26882,396968,4308,89357
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1702805,1420451,168135,39113,14246,5840,55020
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7163975,5074334,1146262,12754,800686,2886,127053
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8866780,6494785,1314397,51867,814932,8726,182073
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,863797,717878,88109,18743,7292,2980,28795
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3679051,2577516,607149,6576,419873,1528,66409
est72015,"July 1, 2015",female,Female,tothisp,Total,0400000US34,34,New Jersey,4542848,3295394,695258,25319,427165,4508,95204
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,869573,724455,85628,20763,7333,2987,28407
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3458448,2450011,539773,6165,397711,1406,63382
est72015,"July 1, 2015",male,Male,tothisp,Total,0400000US34,34,New Jersey,4328021,3174466,625401,26928,405044,4393,91789
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1733370,1442333,173737,39506,14625,5967,57202
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7137499,5027527,1146922,12741,817584,2934,129791
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8870869,6469860,1320659,52247,832209,8901,186993
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,879877,730147,90208,18969,7530,3149,29874
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3662514,2552191,606364,6500,428332,1564,67563
est72016,"July 1, 2016",female,Female,tothisp,Total,0400000US34,34,New Jersey,4542391,3282338,696572,25469,435862,4713,97437
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,884690,735956,87852,20879,7600,3135,29268
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3447435,2428586,540651,6127,405814,1469,64788
est72016,"July 1, 2016",male,Male,tothisp,Total,0400000US34,34,New Jersey,4332125,3164542,628503,27006,413414,4604,94056
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1764567,1466103,178060,39848,15130,6284,59142
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7109949,4980777,1147015,12627,834146,3033,132351
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8874516,6446880,1325075,52475,849276,9317,191493
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,898356,744533,92426,19445,7779,3315,30858
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3649942,2528205,606171,6503,438615,1605,68843
est72017,"July 1, 2017",female,Female,tothisp,Total,0400000US34,34,New Jersey,4548298,3272738,698597,25948,446394,4920,99701
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,901644,748797,89967,21422,7850,3295,30313
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3438601,2407788,541539,6154,415591,1491,66038
est72017,"July 1, 2017",male,Male,tothisp,Total,0400000US34,34,New Jersey,4340245,3156585,631506,27576,423441,4786,96351
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1800000,1493330,182393,40867,15629,6610,61171
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7088543,4935993,1147710,12657,854206,3096,134881
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8888543,6429323,1330103,53524,869835,9706,196052
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0400000US34,34,New Jersey,918332,759947,95009,20014,7963,3440,31959
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0400000US34,34,New Jersey,3637994,2504874,606548,6555,448549,1616,69852
est72018,"July 1, 2018",female,Female,tothisp,Total,0400000US34,34,New Jersey,4556326,3264821,701557,26569,456512,5056,101811
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0400000US34,34,New Jersey,921027,763505,92604,21972,8105,3419,31422
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0400000US34,34,New Jersey,3431167,2388021,543593,6165,424634,1509,67245
est72018,"July 1, 2018",male,Male,tothisp,Total,0400000US34,34,New Jersey,4352194,3151526,636197,28137,432739,4928,98667
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0400000US34,34,New Jersey,1839359,1523452,187613,41986,16068,6859,63381
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0400000US34,34,New Jersey,7069161,4892895,1150141,12720,873183,3125,137097
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0400000US34,34,New Jersey,8908520,6416347,1337754,54706,889251,9984,200478
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US35,35,New Mexico,480546,445249,6707,16092,2306,920,9272
